Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Regular Army,Female,1252,1318,897,1124,237,993,176,1023,814,1612,788,204,58.3,1.546
Combat Service Support,Army National Guard,Female,1394,1441,906,1226,253,1099,185,1011,872,1697,936,249,68.5,1.685
Combat Service Support,Regular Army,Female,1312,1379,850,1170,243,1043,179,1005,837,1647,768,181,58.5,1.608
Combat Service Support,Army National Guard,Female,1340,1404,929,1201,255,1054,194,1085,838,1714,833,205,71.9,1.632
Combat Service Support,Regular Army,Female,1373,1455,892,1230,258,1146,187,1078,859,1745,802,193,64.9,1.69
Combat Service Support,Army National Guard,Female,1348,1406,798,1209,241,1089,186,1011,853,1665,742,182,58.3,1.655
Combat Service Support,Regular Army,Female,1301,1343,933,1110,243,1027,180,995,820,1592,850,199,64.8,1.574
Combat Service Support,Regular Army,Female,1360,1419,841,1211,257,1101,192,1001,845,1622,758,182,56.4,1.659
Combat Service Support,Army National Guard,Female,1241,1320,812,1091,224,997,163,962,843,1531,706,168,47.8,1.541
Combat Service Support,Regular Army,Female,1375,1448,843,1195,257,1095,197,1022,853,1775,775,188,59.1,1.675
Combat Service Support,Regular Army,Female,1339,1413,936,1170,242,1027,176,1051,895,1672,912,214,66.5,1.652
Combat Service Support,Army National Guard,Female,1300,1350,945,1122,244,1052,177,1021,843,1651,886,226,64.9,1.593
Combat Service Support,Army National Guard,Female,1304,1344,784,1106,239,965,172,940,840,1572,755,179,51.2,1.565
Combat Support,Regular Army,Female,1256,1316,804,1122,233,1000,175,915,823,1529,765,195,49.6,1.53
Combat Service Support,Regular Army,Female,1322,1364,932,1127,247,1081,194,1083,819,1646,897,218,74.4,1.6
Combat Service Support,Regular Army,Female,1313,1387,927,1167,254,1045,197,1020,837,1693,868,229,68,1.615
Combat Arms,Regular Army,Female,1270,1338,783,1111,241,1005,177,985,810,1635,790,203,50.6,1.557
Combat Service Support,Army National Guard,Female,1372,1439,846,1231,274,1058,192,1008,898,1720,785,184,59.1,1.679
Combat Service Support,Army National Guard,Female,1372,1430,909,1179,248,1069,181,1030,858,1667,864,206,71.2,1.662
Combat Support,Army National Guard,Female,1388,1430,1121,1174,250,1078,187,1105,900,1702,967,253,84.4,1.696
Combat Service Support,Regular Army,Female,1353,1420,892,1184,254,1114,192,988,819,1814,760,185,54.7,1.657
Combat Service Support,Regular Army,Female,1196,1275,814,1054,217,910,172,965,813,1507,726,174,48.7,1.495
Combat Service Support,Army National Guard,Female,1350,1417,939,1173,245,1024,183,995,876,1661,842,204,61.2,1.644
Combat Service Support,Army National Guard,Female,1346,1409,933,1195,249,1061,185,1045,840,1687,865,228,72.2,1.652
Combat Service Support,Regular Army,Female,1301,1340,894,1124,232,1055,177,964,807,1570,888,214,56.7,1.566
Combat Support,Army National Guard,Female,1340,1425,957,1210,259,1093,199,1077,851,1737,819,214,68.8,1.653
Combat Service Support,Regular Army,Female,1314,1360,787,1142,233,1034,164,940,878,1543,739,176,54.2,1.604
Combat Service Support,Army National Guard,Female,1296,1350,853,1124,241,1045,174,1006,841,1569,805,198,61.1,1.594
Combat Support,Regular Army,Female,1331,1401,989,1126,254,1039,175,1029,862,1600,880,204,67.2,1.627
Combat Service Support,Regular Army,Female,1423,1491,927,1258,267,1126,187,1055,864,1752,810,192,74.9,1.729
Combat Service Support,Army National Guard,Female,1297,1374,883,1147,239,1018,176,987,841,1629,803,202,58.5,1.602
Combat Service Support,Army National Guard,Female,1330,1371,930,1175,250,1020,183,1022,848,1662,787,199,60.5,1.615
Combat Service Support,Army National Guard,Female,1351,1407,862,1193,233,1057,167,1007,871,1604,787,184,60.1,1.645
Combat Service Support,Army National Guard,Female,1345,1376,877,1164,238,1043,176,955,862,1602,821,207,62.1,1.623
Combat Service Support,Army National Guard,Female,1316,1368,830,1149,240,1015,188,1013,837,1641,723,179,60.9,1.595
Combat Support,Army National Guard,Female,1195,1248,798,1058,228,975,174,932,815,1511,628,152,47,1.48
Combat Service Support,Army National Guard,Female,1359,1429,955,1221,264,1100,195,1043,876,1793,951,240,78.6,1.696
Combat Service Support,Army National Guard,Female,1397,1446,958,1254,258,1090,191,1065,854,1721,857,221,72.5,1.68
Combat Service Support,Army National Guard,Female,1298,1352,787,1151,243,1020,182,947,831,1613,726,182,51.6,1.59
Combat Service Support,Army National Guard,Female,1232,1293,802,1095,229,912,167,927,848,1489,700,169,50.1,1.529
Combat Service Support,Army National Guard,Female,1298,1338,917,1103,232,990,188,983,816,1624,860,225,62.6,1.551
Combat Service Support,Army National Guard,Female,1407,1475,942,1271,274,1126,202,1058,869,1867,832,220,78.7,1.709
Combat Service Support,Army National Guard,Female,1296,1365,947,1147,235,1010,168,1006,853,1549,818,200,57.2,1.589
Combat Support,Army National Guard,Female,1326,1398,902,1161,249,1077,190,1024,796,1733,813,199,67,1.616
Combat Service Support,Army National Guard,Female,1360,1397,825,1161,229,986,167,930,884,1551,705,159,53.5,1.643
Combat Service Support,Army National Guard,Female,1316,1363,844,1163,244,1022,185,995,813,1619,768,190,63.8,1.587
Combat Service Support,Army National Guard,Female,1383,1448,888,1248,270,1084,187,1043,883,1749,779,202,75.2,1.691
Combat Service Support,Army National Guard,Female,1262,1335,824,1133,242,991,179,992,827,1588,699,180,51.9,1.558
Combat Service Support,Army National Guard,Female,1331,1386,843,1188,243,1025,184,990,826,1680,768,197,60.2,1.611
Combat Service Support,Army National Guard,Female,1424,1483,915,1245,259,1119,179,1061,869,1751,898,209,70.1,1.724
Combat Service Support,Army National Guard,Female,1340,1402,958,1172,275,1037,196,1066,856,1654,900,218,78.2,1.623
Combat Service Support,Army National Guard,Female,1373,1441,880,1233,256,1035,195,1021,908,1704,791,183,61.1,1.686
Combat Service Support,Regular Army,Female,1282,1354,1011,1130,225,993,173,1051,865,1590,895,238,63.1,1.587
Combat Service Support,Regular Army,Female,1260,1315,803,1117,227,934,168,960,854,1574,710,173,54,1.546
Combat Service Support,Army National Guard,Female,1378,1446,914,1209,258,1096,184,1033,837,1697,827,219,61.9,1.682
Combat Service Support,Regular Army,Female,1224,1305,848,1088,238,956,170,981,814,1552,812,203,57.7,1.519
Combat Service Support,Regular Army,Female,1344,1411,867,1224,244,1043,180,1029,833,1693,808,219,67.3,1.631
Combat Service Support,Regular Army,Female,1247,1290,909,1097,233,995,164,988,795,1525,789,196,60.8,1.525
Combat Support,Regular Army,Female,1350,1421,1110,1155,252,1076,187,1072,870,1661,1092,274,90.5,1.657
Combat Support,Regular Army,Female,1333,1425,975,1171,258,1061,196,1025,846,1688,815,190,68.2,1.653
Combat Support,Regular Army,Female,1192,1234,1018,1034,224,902,164,971,791,1434,937,234,68.3,1.447
Combat Support,Regular Army,Female,1357,1403,1068,1171,253,1072,188,1092,825,1680,1040,283,77.8,1.615
Combat Support,Regular Army,Female,1427,1490,958,1275,263,1163,180,991,890,1702,854,197,64.8,1.732
Combat Support,Regular Army,Female,1455,1485,1212,1210,258,1101,190,1159,916,1768,1076,270,108.2,1.733
Combat Service Support,Regular Army,Female,1455,1507,1004,1258,259,1113,187,1033,902,1753,1031,240,87.5,1.76
Combat Support,Regular Army,Female,1353,1417,1052,1178,256,1069,192,1125,883,1735,930,215,78.8,1.669
Combat Support,Regular Army,Female,1322,1378,1073,1156,249,1035,186,1085,828,1688,976,264,84.4,1.602
Combat Support,Regular Army,Female,1323,1370,910,1100,224,1024,175,1014,864,1622,916,227,66.7,1.611
Combat Service Support,Regular Army,Female,1308,1376,1057,1166,252,1055,193,1080,806,1710,927,226,74.9,1.607
Combat Service Support,Regular Army,Female,1298,1353,1043,1147,253,1051,178,1047,832,1616,1032,239,82.7,1.582
Combat Support,Regular Army,Female,1344,1402,902,1186,237,1070,175,1031,841,1625,925,209,69.5,1.636
Combat Service Support,Army National Guard,Female,1390,1463,909,1242,264,1094,183,1033,887,1712,889,212,69.7,1.702
Combat Support,Army Reserve,Female,1309,1374,783,1174,248,1008,193,1004,817,1689,708,165,52.8,1.591
Combat Support,Regular Army,Female,1422,1483,1036,1257,238,1094,186,1039,912,1684,925,239,78.5,1.724
Combat Arms,Regular Army,Female,1367,1431,965,1212,255,1079,197,1060,831,1774,833,207,66.9,1.657
Combat Support,Regular Army,Female,1271,1343,830,1121,245,972,179,987,857,1612,827,212,55.6,1.591
Combat Support,Regular Army,Female,1343,1390,1077,1140,235,1021,176,1080,888,1621,1042,264,84,1.63
Combat Support,Regular Army,Female,1415,1490,945,1245,239,1123,175,1056,920,1710,961,238,83.1,1.73
Combat Support,Regular Army,Female,1405,1442,943,1242,253,1074,179,1021,887,1672,866,210,73.5,1.695
Combat Service Support,Regular Army,Female,1316,1382,948,1171,252,1079,186,1058,811,1702,911,243,76.3,1.598
Combat Support,Regular Army,Female,1303,1366,953,1163,237,988,171,1013,864,1584,875,223,63.7,1.606
Combat Support,Regular Army,Female,1340,1387,975,1169,249,1134,171,1005,849,1651,906,216,70,1.644
Combat Support,Regular Army,Female,1269,1326,923,1103,246,970,186,994,856,1570,835,205,62.6,1.575
Combat Support,Regular Army,Female,1346,1400,881,1199,259,1057,184,986,864,1657,787,196,60.7,1.642
Combat Support,Army Reserve,Female,1351,1383,986,1189,252,1065,194,1060,807,1735,943,247,70.5,1.615
Combat Support,Army Reserve,Female,1261,1360,988,1087,253,1036,184,993,834,1604,913,226,68.9,1.57
Combat Service Support,Army National Guard,Female,1315,1381,896,1197,247,1050,167,1025,838,1599,778,185,63.3,1.607
Combat Service Support,Army National Guard,Female,1337,1400,823,1194,242,1042,188,974,828,1673,722,174,56.4,1.626
Combat Service Support,Army Reserve,Female,1431,1487,935,1271,257,1111,192,1060,898,1790,843,202,72.9,1.729
Combat Service Support,Army National Guard,Female,1247,1281,932,1115,232,967,176,977,774,1552,782,191,61.8,1.501
Combat Service Support,Regular Army,Female,1363,1418,883,1211,251,1035,178,1012,854,1674,791,196,61.8,1.657
Combat Service Support,Regular Army,Female,1319,1387,813,1168,253,1023,189,981,821,1710,761,190,54.6,1.614
Combat Service Support,Regular Army,Female,1377,1434,954,1224,247,1056,205,1062,868,1824,853,195,68.6,1.66
Combat Service Support,Regular Army,Female,1365,1425,884,1213,250,1054,190,1021,882,1694,725,189,64.1,1.675
Combat Service Support,Regular Army,Female,1353,1414,865,1233,254,1065,192,1046,824,1815,779,191,63.5,1.638
Combat Service Support,Regular Army,Female,1315,1368,869,1174,238,1046,181,993,799,1604,834,214,63.4,1.584
Combat Service Support,Regular Army,Female,1349,1428,927,1203,249,1045,178,1062,880,1724,800,209,68.4,1.68
Combat Service Support,Army National Guard,Female,1367,1450,896,1222,245,1079,182,1059,856,1708,835,207,68,1.667
Combat Service Support,Army National Guard,Female,1453,1520,946,1309,270,1111,192,1072,918,1796,825,205,75.1,1.758
Combat Service Support,Army National Guard,Female,1395,1462,950,1203,262,1138,185,1105,843,1774,962,255,85.1,1.688
Combat Service Support,Army National Guard,Female,1349,1387,895,1191,235,1031,175,993,878,1667,823,207,58.2,1.636
Combat Service Support,Regular Army,Female,1298,1361,910,1159,249,1022,184,1050,855,1690,846,204,70.9,1.607
Combat Service Support,Regular Army,Female,1322,1374,876,1158,244,1062,174,968,823,1613,959,223,66.4,1.594
Combat Service Support,Army National Guard,Female,1363,1438,962,1178,253,1040,186,1050,917,1692,907,214,75.7,1.694
Combat Service Support,Regular Army,Female,1302,1373,910,1168,250,1026,178,1039,836,1701,807,202,63.2,1.606
Combat Service Support,Regular Army,Female,1402,1444,863,1254,268,1064,191,983,879,1769,853,200,67.4,1.687
Combat Service Support,Regular Army,Female,1313,1347,896,1166,247,1027,184,1062,802,1722,753,188,60.2,1.574
Combat Service Support,Army Reserve,Female,1321,1366,898,1162,237,1021,175,988,823,1651,839,205,61.6,1.603
Combat Support,Army National Guard,Female,1268,1339,921,1140,243,1029,177,998,805,1610,762,193,58.4,1.559
Combat Service Support,Army National Guard,Female,1375,1426,914,1198,250,1067,182,1067,901,1692,861,204,71.7,1.659
Combat Service Support,Army National Guard,Female,1288,1379,920,1148,243,1025,176,973,860,1634,845,195,60.6,1.614
Combat Service Support,Regular Army,Female,1343,1405,869,1190,269,1024,193,1032,857,1747,818,194,64.8,1.63
Combat Service Support,Regular Army,Female,1158,1209,860,984,217,846,170,935,806,1429,760,185,47.8,1.435
Combat Service Support,Army National Guard,Female,1368,1435,951,1210,271,1064,183,1055,874,1695,885,239,75.1,1.672
Combat Service Support,Army National Guard,Female,1409,1463,936,1245,254,1112,191,1058,840,1794,872,225,73.9,1.708
Combat Service Support,Regular Army,Female,1375,1426,1017,1187,254,1061,180,1044,899,1641,887,220,68.6,1.676
Combat Service Support,Army National Guard,Female,1324,1405,844,1155,240,1024,167,999,841,1595,788,196,62,1.609
Combat Service Support,Army National Guard,Female,1313,1368,1000,1173,234,1021,175,1014,837,1604,937,242,74,1.59
Combat Support,Army National Guard,Female,1338,1393,832,1186,234,1035,178,1017,848,1683,798,173,59.8,1.629
Combat Support,Regular Army,Female,1299,1361,888,1169,249,1012,182,1023,836,1674,826,205,64.5,1.598
Combat Support,Regular Army,Female,1280,1344,895,1134,235,1014,169,963,793,1629,761,185,56.3,1.56
Combat Support,Regular Army,Female,1393,1468,919,1230,259,1050,191,1036,869,1710,822,209,68.6,1.688
Combat Support,Regular Army,Female,1419,1492,906,1266,246,1120,196,1098,905,1800,803,196,69.6,1.745
Combat Service Support,Regular Army,Female,1371,1437,865,1236,257,1070,204,1015,838,1752,791,191,63.1,1.673
Combat Service Support,Regular Army,Female,1341,1418,950,1186,257,1073,192,1080,866,1704,846,213,72.9,1.662
Combat Service Support,Regular Army,Female,1286,1348,906,1130,227,972,168,1016,858,1577,762,183,54.8,1.576
Combat Service Support,Army National Guard,Female,1402,1467,908,1233,253,1096,184,1014,898,1721,860,197,65,1.72
Combat Service Support,Army National Guard,Female,1393,1460,906,1243,260,1095,178,1049,888,1760,867,211,70,1.701
Combat Service Support,Regular Army,Female,1324,1386,815,1165,240,992,184,986,859,1678,793,188,58,1.62
Combat Service Support,Regular Army,Female,1383,1452,952,1226,256,1062,185,1080,885,1707,928,218,73.8,1.67
Combat Service Support,Army National Guard,Female,1343,1393,775,1192,242,1013,177,932,855,1643,672,170,47.8,1.63
Combat Service Support,Army National Guard,Female,1359,1405,815,1212,249,1018,184,967,856,1662,785,193,58.3,1.636
Combat Service Support,Regular Army,Female,1427,1483,956,1278,276,1135,190,1030,914,1699,916,228,84.9,1.714
Combat Service Support,Regular Army,Female,1395,1444,927,1269,267,1093,187,1048,876,1724,854,212,73.2,1.702
Combat Service Support,Army National Guard,Female,1322,1379,855,1166,233,1025,174,985,843,1573,778,183,60.9,1.59
Combat Service Support,Army National Guard,Female,1354,1419,900,1185,241,1030,170,1030,881,1638,771,172,65.4,1.643
Combat Service Support,Regular Army,Female,1460,1524,946,1306,272,1155,195,1123,928,1797,897,226,83.2,1.769
Combat Service Support,Army National Guard,Female,1262,1325,882,1155,216,977,165,1027,832,1577,822,214,59.1,1.549
Combat Service Support,Army National Guard,Female,1233,1305,973,1098,240,978,175,1129,825,1576,935,249,69.5,1.533
Combat Service Support,Army Reserve,Female,1298,1369,848,1168,235,1012,170,989,831,1641,828,212,60.9,1.592
Combat Service Support,Army National Guard,Female,1317,1377,903,1153,237,1050,182,1049,864,1645,841,198,65,1.609
Combat Service Support,Army National Guard,Female,1275,1331,815,1121,224,964,167,985,856,1583,754,185,55,1.569
Combat Service Support,Regular Army,Female,1301,1355,883,1129,241,992,170,1032,864,1570,865,219,65.9,1.586
Combat Service Support,Army Reserve,Female,1280,1340,902,1124,243,1036,181,1063,833,1622,827,198,70.1,1.574
Combat Support,Army Reserve,Female,1298,1365,930,1157,244,1026,174,1050,887,1592,887,227,68.9,1.617
Combat Support,Army Reserve,Female,1290,1364,866,1129,241,1034,174,1026,833,1674,836,214,60.7,1.589
Combat Service Support,Army National Guard,Female,1408,1438,931,1236,258,1096,194,1021,816,1717,917,230,73.6,1.679
Combat Service Support,Army National Guard,Female,1371,1455,826,1250,234,1037,172,1003,884,1691,739,182,56.4,1.7
Combat Service Support,Regular Army,Female,1315,1378,847,1168,250,982,183,992,873,1625,779,179,56.6,1.623
Combat Service Support,Army Reserve,Female,1373,1429,857,1233,249,1034,192,1048,868,1729,775,188,68.1,1.677
Combat Service Support,Army National Guard,Female,1301,1359,920,1163,241,1003,174,1049,837,1656,860,202,66,1.598
Combat Service Support,Army Reserve,Female,1329,1389,784,1211,243,1004,188,982,855,1771,700,164,53.6,1.625
Combat Service Support,Army National Guard,Female,1376,1460,840,1257,261,1090,192,1042,850,1774,812,214,64.7,1.685
Combat Service Support,Army National Guard,Female,1361,1428,1025,1194,257,1074,188,1088,894,1719,908,222,77.6,1.685
Combat Service Support,Regular Army,Female,1327,1425,794,1193,237,1053,177,1006,812,1662,733,205,56.3,1.623
Combat Service Support,Army National Guard,Female,1380,1441,945,1241,255,1053,191,1054,868,1747,904,226,67.5,1.674
Combat Service Support,Army National Guard,Female,1350,1410,890,1189,247,1048,171,976,873,1661,814,194,60.4,1.653
Combat Service Support,Army National Guard,Female,1316,1350,957,1133,228,1023,165,965,851,1528,872,210,54.2,1.587
Combat Service Support,Army National Guard,Female,1287,1354,1008,1135,228,1046,158,1033,838,1576,980,222,66.4,1.595
Combat Service Support,Army National Guard,Female,1288,1339,998,1125,244,1069,180,1021,828,1586,1046,268,74.4,1.563
Combat Service Support,Army National Guard,Female,1369,1434,909,1197,261,1044,184,1055,881,1706,841,195,62.1,1.674
Combat Support,Army National Guard,Female,1160,1218,982,995,214,894,156,975,784,1425,824,213,58.5,1.439
