Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Arms,Army National Guard,Male,1479,1544,1032,1303,295,1171,204,1181,885,1892,924,238,80,1.78
Combat Arms,Army National Guard,Male,1443,1542,1118,1276,278,1130,198,1257,936,1866,1033,265,94,1.78
Combat Arms,Army National Guard,Male,1428,1514,951,1287,268,1079,189,1108,952,1779,873,207,69.5,1.767
Combat Arms,Army National Guard,Male,1511,1593,1207,1356,291,1165,214,1235,986,1933,1071,269,110.5,1.845
Combat Arms,Army National Guard,Male,1444,1499,1100,1278,264,1122,203,1229,872,1863,980,273,85,1.719
Combat Arms,Army National Guard,Male,1412,1481,1207,1251,258,1108,191,1231,913,1834,1032,263,93.6,1.73
Combat Support,Army National Guard,Male,1533,1604,1026,1361,281,1175,207,1187,985,1944,828,200,84.1,1.872
Combat Arms,Army National Guard,Male,1458,1533,1089,1294,278,1151,205,1210,964,1883,964,256,85.5,1.797
Combat Support,Army National Guard,Male,1494,1561,1277,1341,282,1177,203,1300,940,1867,1192,318,118.3,1.805
Combat Support,Army National Guard,Male,1429,1490,1093,1239,264,1112,194,1107,909,1817,1050,278,84.7,1.725
Combat Support,Army National Guard,Male,1363,1418,1086,1199,257,1103,186,1144,893,1695,951,243,81.7,1.664
Combat Arms,Army National Guard,Male,1467,1557,1075,1308,283,1161,204,1200,916,1882,910,224,85,1.788
Combat Support,Army National Guard,Male,1416,1493,987,1260,264,1071,183,1159,924,1760,907,225,78.9,1.723
Combat Arms,Army National Guard,Male,1485,1570,1147,1305,299,1187,207,1231,941,1981,1105,285,104.5,1.821
Combat Arms,Army National Guard,Male,1426,1506,1048,1277,273,1082,200,1168,921,1849,905,226,80.4,1.745
Combat Service Support,Army National Guard,Male,1398,1462,1088,1217,258,1118,186,1175,914,1696,1004,244,89.9,1.685
Combat Service Support,Army National Guard,Male,1387,1465,979,1256,257,1063,186,1149,924,1719,842,214,72.7,1.715
Combat Service Support,Army National Guard,Male,1447,1527,1199,1288,278,1164,197,1291,932,1859,1107,300,104.1,1.775
Combat Arms,Army National Guard,Male,1470,1516,1117,1278,280,1132,198,1177,935,1802,979,230,90.8,1.763
Combat Arms,Army National Guard,Male,1443,1510,1007,1240,272,1078,190,1137,918,1767,889,227,81.1,1.745
Combat Arms,Army National Guard,Male,1379,1451,1027,1212,253,1072,184,1129,894,1760,900,217,71,1.686
Combat Arms,Army National Guard,Male,1414,1498,1114,1255,274,1103,194,1249,936,1824,959,233,95.3,1.74
Combat Arms,Army National Guard,Male,1450,1533,1102,1274,267,1067,196,1251,955,1863,900,211,84,1.771
Combat Arms,Army National Guard,Male,1410,1468,907,1245,264,1073,193,1047,864,1740,800,193,64.6,1.701
Combat Arms,Army National Guard,Male,1520,1587,1023,1360,278,1178,198,1218,930,1942,923,248,86.3,1.847
Combat Service Support,Army National Guard,Male,1370,1446,1076,1206,255,1062,183,1112,877,1733,1050,273,81.2,1.668
Combat Support,Army National Guard,Male,1379,1467,1112,1225,261,1124,180,1223,934,1743,1052,280,91.5,1.721
Combat Service Support,Army National Guard,Male,1523,1576,1251,1347,264,1155,191,1305,975,1796,1156,295,110.8,1.811
Combat Arms,Army National Guard,Male,1367,1438,977,1241,251,1108,177,1094,930,1702,836,210,71,1.672
Combat Arms,Army National Guard,Male,1461,1539,1223,1282,266,1143,194,1326,930,1843,1095,261,106.7,1.77
Combat Service Support,Army National Guard,Male,1439,1504,1133,1237,267,1150,198,1217,864,1852,1132,319,96.6,1.722
Combat Arms,Army National Guard,Male,1516,1575,1283,1329,276,1181,200,1298,933,1903,1179,304,115.8,1.811
Combat Service Support,Army National Guard,Male,1470,1562,1133,1325,296,1205,208,1182,935,1884,1057,303,96.8,1.795
Combat Arms,Army National Guard,Male,1385,1438,1048,1223,246,1054,178,1175,913,1700,869,207,77.2,1.69
Combat Service Support,Army National Guard,Male,1596,1678,847,1428,295,1193,212,1052,1008,1975,757,182,69.4,1.927
Combat Support,Army National Guard,Male,1456,1523,1034,1285,270,1070,194,1133,946,1833,912,224,81.7,1.763
Combat Arms,Army National Guard,Male,1397,1485,993,1252,276,1092,194,1152,916,1786,917,221,79.3,1.737
Combat Arms,Army National Guard,Male,1508,1576,1128,1337,287,1196,202,1185,900,1930,952,247,97,1.805
Combat Support,Army National Guard,Male,1486,1562,1009,1322,290,1155,207,1148,959,1890,900,220,81.3,1.804
Combat Service Support,Army National Guard,Male,1452,1568,1034,1307,283,1162,197,1198,893,1895,923,238,85.2,1.798
Combat Arms,Army National Guard,Male,1435,1529,1232,1260,282,1142,203,1325,896,1854,1044,257,113.9,1.745
Combat Service Support,Army National Guard,Male,1385,1465,1002,1230,259,1030,177,1145,928,1694,866,202,74.7,1.694
Combat Service Support,Army National Guard,Male,1488,1572,1054,1335,280,1160,184,1166,963,1735,981,247,97.2,1.824
Combat Service Support,Army National Guard,Male,1429,1513,1040,1259,256,1085,198,1176,921,1839,925,238,82.2,1.739
Combat Support,Army Reserve,Male,1457,1539,1143,1298,278,1125,195,1184,929,1823,997,233,96.3,1.772
Combat Support,Army Reserve,Male,1526,1627,1074,1359,284,1198,198,1166,952,1922,951,227,77.9,1.864
Combat Support,Army Reserve,Male,1380,1436,881,1241,252,1089,186,1060,822,1767,698,184,59.4,1.67
Combat Support,Army Reserve,Male,1446,1526,1076,1321,286,1176,198,1203,914,1898,897,207,84.7,1.76
Combat Support,Army Reserve,Male,1352,1426,925,1198,259,1060,191,1091,864,1746,885,212,69.1,1.655
Combat Support,Army Reserve,Male,1394,1452,1047,1188,247,1082,186,1117,882,1799,946,245,74.1,1.696
Combat Support,Army Reserve,Male,1433,1505,968,1301,265,1054,183,1156,956,1809,813,194,70.4,1.761
Combat Arms,Army National Guard,Male,1465,1546,1113,1310,255,1176,186,1205,913,1858,984,259,87.7,1.79
Combat Support,Army National Guard,Male,1478,1549,1152,1292,275,1175,196,1228,892,1877,1066,273,96.4,1.777
Combat Service Support,Army National Guard,Male,1447,1535,1034,1290,269,1187,181,1167,940,1788,979,223,92.7,1.78
Combat Service Support,Army National Guard,Male,1470,1526,1053,1285,287,1113,200,1189,934,1864,960,243,94.6,1.774
Combat Arms,Army National Guard,Male,1467,1537,1083,1302,280,1162,203,1263,927,1893,939,238,97.2,1.785
Combat Arms,Army National Guard,Male,1453,1533,947,1326,267,1139,181,1147,928,1831,819,210,73,1.783
Combat Arms,Army National Guard,Male,1384,1461,1059,1221,262,1111,186,1200,885,1728,1019,258,83.3,1.698
Combat Arms,Army National Guard,Male,1379,1473,1095,1250,270,1102,185,1268,890,1786,1005,270,89.5,1.706
Combat Arms,Army National Guard,Male,1479,1566,1089,1351,293,1206,210,1210,937,1920,1026,251,105.2,1.831
Combat Arms,Army National Guard,Male,1416,1485,1095,1247,275,1184,180,1179,846,1837,991,256,86.3,1.705
Combat Arms,Army National Guard,Male,1474,1560,1119,1325,296,1174,215,1281,919,2006,902,228,92.6,1.807
Combat Arms,Army National Guard,Male,1306,1387,977,1180,230,1027,172,1145,911,1677,814,210,71.6,1.641
Combat Service Support,Army National Guard,Male,1567,1653,1154,1408,284,1244,208,1262,990,1954,1040,268,103.2,1.906
Combat Service Support,Army National Guard,Male,1416,1504,1064,1271,268,1135,201,1220,888,1906,973,256,87,1.74
Combat Arms,Army National Guard,Male,1490,1562,1196,1305,284,1179,204,1246,975,1899,1262,336,119.9,1.814
Combat Arms,Army National Guard,Male,1565,1607,1142,1390,284,1229,201,1175,957,1904,1037,263,93,1.885
Combat Arms,Army National Guard,Male,1370,1445,1037,1243,254,1095,177,1214,862,1737,855,218,73.3,1.66
Combat Arms,Army National Guard,Male,1489,1565,1019,1333,281,1142,192,1194,950,1829,901,215,82.9,1.813
Combat Support,Army National Guard,Male,1427,1505,1182,1261,262,1181,188,1193,924,1728,1156,321,102.8,1.731
Combat Arms,Army National Guard,Male,1458,1541,1065,1304,274,1145,185,1217,940,1820,950,239,86.9,1.79
Combat Arms,Army National Guard,Male,1451,1528,1134,1294,275,1130,197,1249,930,1852,1129,298,101.5,1.766
Combat Arms,Army National Guard,Male,1464,1505,1001,1283,268,1102,189,1154,926,1767,966,251,82.7,1.742
Combat Arms,Army National Guard,Male,1464,1537,1082,1311,275,1143,199,1224,936,1832,1011,254,95.4,1.781
Combat Arms,Army National Guard,Male,1466,1550,1104,1331,285,1185,212,1217,899,1926,989,268,94,1.778
Combat Arms,Army National Guard,Male,1322,1430,904,1188,237,1025,171,1096,894,1708,800,201,59.8,1.664
Combat Arms,Army National Guard,Male,1358,1437,1139,1196,272,1069,188,1163,911,1666,1013,259,88.9,1.666
Combat Arms,Army National Guard,Male,1418,1499,973,1274,271,1076,188,1124,944,1771,879,216,73.4,1.759
Combat Service Support,Army National Guard,Male,1253,1363,1032,1112,235,1042,167,1150,905,1599,1008,266,79.9,1.586
Combat Arms,Army National Guard,Male,1379,1448,923,1220,269,992,186,1111,959,1770,775,201,65.7,1.714
Combat Service Support,Army National Guard,Male,1461,1533,961,1290,274,1122,190,1117,954,1752,884,208,77.9,1.78
Combat Arms,Army National Guard,Male,1475,1539,1159,1320,277,1167,193,1227,903,1809,1035,273,99.5,1.766
Combat Arms,Army National Guard,Male,1304,1385,998,1184,252,1010,176,1115,870,1679,822,198,66.4,1.628
Combat Arms,Army National Guard,Male,1365,1442,1107,1210,256,1084,181,1189,900,1710,1023,264,91,1.678
Combat Arms,Army National Guard,Male,1443,1518,1182,1279,289,1154,201,1272,948,1874,988,253,101.3,1.767
Combat Arms,Army National Guard,Male,1452,1512,1013,1283,279,1116,204,1143,879,1860,904,242,80.4,1.723
Combat Service Support,Army National Guard,Male,1466,1537,1011,1303,285,1206,197,1108,908,1829,945,249,81.5,1.776
Combat Service Support,Army National Guard,Male,1416,1507,1172,1265,286,1173,197,1250,886,1839,1083,297,103.4,1.756
Combat Support,Army National Guard,Male,1385,1460,838,1231,252,1053,179,1035,879,1746,783,192,58.7,1.685
Combat Service Support,Army National Guard,Male,1434,1509,1018,1262,267,1144,186,1136,892,1822,954,233,80.9,1.733
Combat Support,Army National Guard,Male,1422,1502,1043,1249,263,1154,194,1188,924,1836,916,225,78.7,1.74
Combat Support,Army National Guard,Male,1383,1461,1098,1205,241,1120,177,1185,879,1717,1067,275,86.7,1.679
Combat Support,Army National Guard,Male,1334,1434,956,1205,257,1064,191,1099,912,1689,840,214,67.4,1.667
Combat Support,Army National Guard,Male,1365,1447,936,1215,273,1085,188,1082,904,1686,841,206,63.1,1.68
Combat Support,Army National Guard,Male,1438,1517,1047,1289,266,1096,191,1217,934,1831,1055,275,91,1.758
Combat Service Support,Army National Guard,Male,1373,1417,968,1207,276,1081,203,1110,838,1760,801,204,61.6,1.643
Combat Arms,Army National Guard,Male,1459,1562,1216,1304,281,1198,204,1282,922,1927,1217,323,112.1,1.79
Combat Support,Army National Guard,Male,1489,1560,1151,1330,274,1215,200,1146,933,1845,1194,316,102,1.798
Combat Service Support,Army National Guard,Male,1412,1474,1141,1253,267,1122,193,1221,885,1833,1146,305,97.6,1.703
Combat Support,Army National Guard,Male,1404,1471,1020,1253,266,1121,191,1164,901,1833,990,263,83.8,1.715
Combat Service Support,Army National Guard,Male,1543,1606,1165,1357,289,1164,203,1202,986,1835,1135,302,106.6,1.861
Combat Support,Army National Guard,Male,1486,1565,1121,1310,278,1191,196,1187,949,1859,1113,275,102.9,1.804
Combat Service Support,Army National Guard,Male,1370,1471,1012,1215,265,1035,190,1127,914,1783,852,203,70.5,1.72
Combat Service Support,Army National Guard,Male,1523,1606,1165,1323,273,1211,198,1278,965,1895,1146,283,108.3,1.85
Combat Service Support,Army National Guard,Male,1353,1428,862,1223,267,1110,184,1025,811,1718,784,187,57.5,1.651
Combat Service Support,Army National Guard,Male,1502,1586,967,1333,273,1144,189,1191,958,1912,840,213,80.8,1.835
Combat Service Support,Army National Guard,Male,1461,1530,1066,1276,264,1139,190,1207,947,1807,970,234,91.6,1.784
Combat Service Support,Army National Guard,Male,1542,1612,992,1359,271,1197,196,1121,948,1877,912,217,76.6,1.864
Combat Support,Army National Guard,Male,1545,1622,1372,1370,298,1215,196,1413,992,1916,1300,330,142.9,1.867
Combat Support,Army National Guard,Male,1434,1501,1178,1272,267,1119,188,1229,915,1817,1067,258,94.3,1.745
Combat Support,Army National Guard,Male,1395,1470,1043,1261,274,1131,201,1177,890,1773,885,230,81.7,1.717
Combat Service Support,Army National Guard,Male,1430,1498,989,1254,263,1072,184,1172,922,1829,830,206,70.1,1.735
Combat Service Support,Army National Guard,Male,1298,1373,880,1161,249,1043,173,1045,821,1638,728,177,52.3,1.603
Combat Service Support,Army National Guard,Male,1416,1499,1031,1251,271,1120,204,1150,916,1833,911,234,77.5,1.729
Combat Service Support,Army National Guard,Male,1480,1540,939,1335,264,1120,184,1085,935,1846,822,200,68.7,1.801
Combat Service Support,Army National Guard,Male,1332,1413,942,1171,266,1054,185,1121,893,1714,846,191,70.3,1.648
Combat Support,Army National Guard,Male,1502,1590,1194,1347,285,1215,212,1351,929,1951,1181,306,116.7,1.823
Combat Support,Army National Guard,Male,1329,1383,1026,1167,252,1017,173,1092,847,1660,857,207,62,1.598
Combat Arms,Army National Guard,Male,1435,1516,1156,1299,272,1144,194,1336,916,1862,940,243,99,1.774
Combat Arms,Army National Guard,Male,1554,1636,1134,1386,299,1209,215,1264,953,2009,952,228,109.9,1.87
Combat Service Support,Army National Guard,Male,1510,1595,1157,1354,272,1216,200,1272,907,1930,1025,268,101.2,1.825
Combat Arms,Army National Guard,Male,1475,1537,1159,1321,284,1160,213,1286,898,1977,928,222,87.5,1.792
Combat Arms,Army National Guard,Male,1413,1478,1048,1238,260,1068,190,1149,882,1811,894,208,77.8,1.702
Combat Support,Army National Guard,Male,1465,1536,1164,1327,260,1176,211,1205,940,1833,975,236,89.4,1.773
Combat Service Support,Army National Guard,Male,1445,1509,904,1285,263,1066,190,1080,949,1814,802,195,67.8,1.765
Combat Support,Army National Guard,Male,1434,1534,1043,1292,263,1145,197,1189,957,1839,885,213,81.8,1.79
Combat Support,Army National Guard,Male,1511,1572,1135,1303,289,1160,206,1193,931,1914,922,218,88.1,1.821
Combat Support,Army National Guard,Male,1492,1550,1172,1329,267,1236,194,1263,926,1797,1035,251,104.7,1.792
Combat Arms,Army National Guard,Male,1520,1623,1127,1339,286,1228,210,1287,961,2010,1080,276,100.9,1.865
Combat Arms,Army National Guard,Male,1447,1524,1165,1313,278,1184,191,1237,935,1799,984,245,95.6,1.767
Combat Arms,Army National Guard,Male,1367,1445,928,1232,270,1051,192,1093,906,1707,795,187,68.9,1.678
Combat Arms,Army National Guard,Male,1429,1497,1112,1258,258,1146,184,1205,904,1796,952,222,90.9,1.728
Combat Arms,Army National Guard,Male,1463,1521,1207,1282,280,1206,209,1267,893,1937,1122,270,115.9,1.744
Combat Arms,Army National Guard,Male,1412,1494,1043,1263,257,1110,190,1117,908,1803,913,220,82.2,1.73
Combat Arms,Army National Guard,Male,1455,1545,971,1310,268,1132,207,1119,918,1864,780,193,69.8,1.8
Combat Arms,Army National Guard,Male,1493,1566,1018,1333,268,1182,191,1156,935,1899,834,218,84.6,1.822
Combat Arms,Army National Guard,Male,1425,1516,889,1287,280,1139,204,1137,893,1884,803,202,65.6,1.753
Combat Arms,Army National Guard,Male,1420,1492,1113,1240,266,1100,187,1142,922,1805,1037,258,89.2,1.719
Combat Arms,Army National Guard,Male,1352,1434,914,1217,263,1040,181,1083,913,1680,775,195,65.9,1.696
Combat Arms,Army National Guard,Male,1349,1406,950,1202,257,1053,175,1130,907,1685,862,216,66.2,1.66
Combat Arms,Army National Guard,Male,1512,1571,1025,1335,298,1124,213,1172,940,1948,936,227,85.8,1.819
Combat Arms,Army National Guard,Male,1398,1482,1069,1263,276,1143,197,1226,937,1816,873,216,86.7,1.713
Combat Arms,Army National Guard,Male,1383,1462,1038,1234,258,1095,181,1206,920,1746,961,253,83.4,1.718
Combat Service Support,Army National Guard,Male,1397,1471,1139,1233,288,1097,206,1265,939,1746,1030,278,100.9,1.695
Combat Arms,Army National Guard,Male,1372,1439,993,1214,258,1124,185,1125,867,1760,944,226,79.6,1.671
Combat Arms,Army National Guard,Male,1404,1495,993,1277,274,1150,202,1174,885,1932,867,229,80.4,1.741
Combat Arms,Army National Guard,Male,1471,1522,1132,1295,263,1135,195,1232,943,1808,932,228,94.7,1.759
Combat Support,Army National Guard,Male,1442,1518,1032,1273,287,1101,201,1179,945,1818,890,229,82.6,1.77
Combat Arms,Army National Guard,Male,1480,1572,1101,1321,278,1209,195,1215,934,1848,1011,258,99.5,1.813
Combat Arms,Army National Guard,Male,1439,1510,1065,1279,268,1096,186,1168,908,1740,952,238,92.2,1.737
Combat Arms,Army National Guard,Male,1243,1298,960,1115,254,1006,174,1060,851,1557,859,223,63.9,1.542
Combat Arms,Army National Guard,Male,1475,1550,949,1299,274,1105,200,1122,946,1822,813,209,72,1.797
Combat Arms,Army National Guard,Male,1373,1455,1017,1233,260,1075,185,1124,930,1676,887,218,77.1,1.685
Combat Arms,Army National Guard,Male,1380,1476,1028,1202,268,1067,201,1150,916,1746,946,236,80,1.7
Combat Arms,Army National Guard,Male,1318,1369,1098,1181,255,1069,187,1156,833,1663,944,241,78.2,1.612
Combat Arms,Army National Guard,Male,1442,1520,940,1294,264,1173,195,1125,911,1847,862,210,73.4,1.758
Combat Arms,Army National Guard,Male,1386,1437,1207,1220,265,1083,191,1225,897,1728,1185,344,110.3,1.666
Combat Arms,Army National Guard,Male,1452,1533,1168,1272,274,1138,210,1288,942,1878,1072,258,105.4,1.752
Combat Arms,Army National Guard,Male,1441,1518,1074,1284,259,1125,186,1187,932,1804,1015,248,85.1,1.749
Combat Arms,Army National Guard,Male,1507,1599,1123,1342,297,1204,200,1238,924,1907,952,250,95.9,1.824
Combat Arms,Army National Guard,Male,1469,1538,992,1284,279,1130,198,1110,912,1818,908,216,79.8,1.767
Combat Arms,Army National Guard,Male,1474,1547,1042,1335,268,1163,195,1193,961,1869,864,216,84.3,1.802
Combat Arms,Army National Guard,Male,1504,1567,1081,1350,260,1173,191,1218,952,1850,938,236,91.4,1.817
Combat Arms,Army National Guard,Male,1430,1517,971,1292,281,1114,212,1174,920,1853,791,195,68.6,1.772
Combat Arms,Army National Guard,Male,1472,1535,1083,1314,286,1123,200,1226,944,1889,880,216,88.9,1.777
Combat Arms,Army National Guard,Male,1408,1460,1037,1253,269,1091,184,1114,890,1744,914,224,75.8,1.715
Combat Arms,Army National Guard,Male,1443,1525,1000,1303,273,1106,188,1174,949,1859,805,198,77.7,1.792
Combat Arms,Army National Guard,Male,1490,1591,1073,1341,284,1220,199,1236,977,1864,1029,271,98.6,1.849
Combat Arms,Army National Guard,Male,1439,1504,1013,1274,268,1087,188,1160,937,1784,820,202,75.1,1.75
Combat Arms,Army National Guard,Male,1463,1526,1021,1291,272,1104,196,1142,928,1846,923,232,80.9,1.76
Combat Arms,Army National Guard,Male,1615,1690,1062,1425,292,1276,213,1238,941,2091,920,226,96,1.938
Combat Arms,Army National Guard,Male,1518,1599,1104,1341,269,1171,206,1211,972,1848,1011,256,97,1.849
