Engine Temperature (C),Oil Pressure (psi),Vibration Level (mm/s),Mileage Since Service (km),Brake Wear (%),Battery Voltage (V),Fuel Efficiency (km/L),Driving Condition,Vehicle Type,Service Plan,Maintenance Priority
104.0,30.3,8.67,22712,126.8,12.08,15.6,Off-road,Sedan,Premium,Critical
105.6,32.8,4.37,17918,96.0,12.34,9.9,City,Van,Basic,Critical
168.8,30.2,7.0,16876,92.8,12.59,7.9,Mixed,Truck,Premium,Critical
95.5,32.9,6.66,19523,106.1,12.42,7.5,Mixed,Truck,Basic,Critical
96.4,38.1,5.82,17680,101.8,12.58,8.4,City,Van,VIP,Urgent
96.4,37.5,5.63,22062,107.8,12.35,8.8,Mixed,SUV,VIP,Critical
96.3,41.8,7.7,21556,105.1,12.11,7.8,Mixed,Truck,Premium,Critical
92.9,36.5,7.12,17156,87.0,12.4,7.9,City,Truck,Premium,Urgent
95.1,36.5,18.34,24491,128.1,11.97,13.8,Off-road,Sedan,Standard,Critical
99.0,28.1,6.57,16227,86.3,12.17,9.9,City,Van,Basic,Critical
95.9,39.5,5.42,46534,98.8,12.22,13.9,City,Sedan,Standard,Critical
94.9,28.3,6.49,17441,91.5,12.18,15.5,Mixed,Sedan,Standard,Urgent
94.0,36.4,6.49,28677,145.1,11.93,10.6,Mixed,SUV,Standard,Critical
118.2,26.9,7.05,23175,119.9,12.0,5.9,Mixed,Truck,Standard,Critical
91.8,29.7,5.94,18433,104.5,12.45,10.9,Mixed,SUV,Premium,Critical
98.2,38.6,4.61,13069,73.5,12.44,7.1,Highway,Truck,Standard,Monitor
94.0,40.7,6.85,16394,82.1,12.03,12.1,Mixed,SUV,VIP,Urgent
89.4,40.3,3.4,9614,46.7,12.53,14.0,Highway,Sedan,Standard,Routine
100.1,32.7,8.0,21947,110.0,12.23,12.6,Off-road,Sedan,Standard,Critical
99.6,32.1,7.12,21509,103.7,12.26,11.6,Mixed,SUV,VIP,Critical
94.7,28.7,5.0,10654,63.2,12.48,9.1,Highway,Truck,Standard,Monitor
99.0,35.1,7.05,15424,89.5,12.48,4.5,Off-road,Truck,Standard,Critical
83.2,33.5,5.35,18105,89.6,13.06,15.1,Mixed,Sedan,Standard,Routine
91.9,44.7,5.07,15106,76.4,12.75,15.0,City,Sedan,Premium,Routine
95.4,30.7,6.5,20176,101.2,12.44,11.1,Mixed,SUV,Standard,Critical
90.7,32.5,6.88,17813,101.0,11.82,9.3,Mixed,SUV,Standard,Critical
91.6,43.4,6.16,16747,95.9,12.42,10.9,Mixed,SUV,Basic,Urgent
106.0,36.9,4.81,18543,90.1,12.01,10.6,City,SUV,Standard,Urgent
101.6,25.5,5.87,14802,76.2,12.47,6.4,City,Truck,Standard,Critical
104.6,31.5,7.4,21847,113.8,12.29,5.9,Off-road,Truck,Basic,Critical
99.4,31.5,6.29,22627,115.1,12.33,13.3,Off-road,Sedan,Basic,Critical
96.1,32.4,3.98,17978,96.2,12.48,15.4,City,Sedan,Premium,Monitor
105.7,39.9,3.83,10820,58.7,12.16,11.7,Highway,SUV,Basic,Routine
95.7,26.3,7.82,20667,93.2,12.38,8.0,City,Truck,Premium,Critical
82.2,35.2,4.22,9592,56.8,12.22,16.4,Highway,Sedan,Premium,Routine
99.1,24.0,7.85,22180,110.9,12.14,10.1,Off-road,SUV,VIP,Critical
90.8,37.3,4.09,8869,50.1,12.7,10.9,Highway,Truck,Standard,Routine
93.3,33.2,4.65,12436,69.1,12.44,8.5,City,Truck,Standard,Monitor
98.8,38.7,6.63,19270,101.4,12.47,9.1,City,Truck,Basic,Critical
95.1,36.5,2.87,15817,82.3,12.2,13.6,City,Sedan,Standard,Routine
92.8,39.9,6.82,10834,64.0,12.72,8.6,City,Truck,VIP,Routine
87.2,35.6,1.69,17522,83.9,12.72,9.4,Highway,Truck,VIP,Routine
95.6,36.0,8.1,18018,101.3,12.18,7.3,Off-road,Van,Standard,Critical
94.8,34.7,5.48,18705,102.7,12.09,14.2,Mixed,Sedan,Standard,Urgent
88.8,37.1,5.8,10609,67.9,12.52,11.2,Highway,SUV,Standard,Routine
92.1,31.0,4.24,20845,106.3,12.42,15.0,City,Sedan,Basic,Urgent
91.0,40.0,5.31,14525,95.2,12.09,12.0,Mixed,SUV,Premium,Monitor
94.9,32.0,4.77,11754,70.6,12.43,8.8,City,Van,Standard,Monitor
90.0,34.8,6.66,19818,102.7,11.76,15.9,Mixed,Sedan,Premium,Urgent
104.5,26.0,8.13,21358,105.1,12.43,6.7,Off-road,Van,Standard,Critical
89.8,39.2,4.35,16433,93.4,12.6,14.0,City,Sedan,Standard,Monitor
86.0,35.5,6.57,15978,84.6,12.15,14.9,City,Sedan,Basic,Monitor
113.9,34.5,7.19,27295,126.7,12.05,8.4,Off-road,SUV,Standard,Critical
98.1,31.7,4.24,20227,103.3,12.04,10.1,City,SUV,Standard,Critical
93.4,30.6,6.17,12627,68.0,12.0,7.9,Mixed,Truck,VIP,Urgent
105.0,40.7,4.96,13515,64.0,12.59,10.5,Highway,SUV,Standard,Routine
95.8,37.3,4.92,14067,75.1,12.26,10.4,City,Van,Standard,Monitor
99.3,44.3,5.47,11985,71.4,12.1,13.0,Highway,SUV,Premium,Routine
89.9,40.8,4.86,13286,73.3,13.01,7.9,Highway,Truck,Basic,Routine
92.1,43.0,5.99,16817,78.5,12.26,7.6,City,Truck,Basic,Urgent
101.4,26.0,5.79,21236,100.0,12.5,10.7,Mixed,SUV,VIP,Critical
88.2,36.3,6.7,17144,82.4,12.83,9.0,City,Truck,Premium,Urgent
96.5,31.7,6.4,20708,95.7,12.56,7.9,City,Truck,Basic,Critical
98.5,43.1,7.3,11185,67.3,12.52,15.0,City,Sedan,Standard,Routine
98.8,32.7,6.62,20551,101.2,12.1,12.1,Mixed,SUV,Standard,Critical
79.9,34.9,2.34,14235,75.4,12.25,16.5,Highway,Sedan,Basic,Routine
87.4,36.6,1.26,12650,66.3,12.35,16.2,Highway,Sedan,Basic,Routine
99.3,32.6,7.0,19418,94.9,12.0,14.8,Off-road,Sedan,Premium,Critical
96.3,40.1,5.55,19330,94.6,12.16,14.9,Mixed,Sedan,Basic,Urgent
85.5,46.5,3.39,13096,58.7,12.27,12.3,Highway,SUV,Standard,Routine
96.8,24.0,5.5,26097,127.0,12.09,8.0,Off-road,Van,VIP,Critical
93.0,32.6,5.72,16092,81.8,12.53,15.2,Mixed,Sedan,Premium,Monitor
96.6,34.7,6.1,26120,141.0,11.88,10.4,Off-road,SUV,Basic,Critical
89.6,28.4,4.24,17498,95.0,12.69,8.9,Mixed,SUV,Basic,Urgent
101.8,25.9,4.45,18699,105.4,12.07,16.0,City,Sedan,VIP,Urgent
87.7,45.6,4.27,10295,49.8,12.47,12.2,Highway,SUV,Standard,Routine
89.6,39.9,5.23,11053,75.3,12.49,10.3,City,SUV,Standard,Monitor
105.3,33.7,6.54,24117,113.8,12.43,6.2,Mixed,Truck,Basic,Critical
84.6,41.3,2.72,12173,66.9,12.17,17.3,Highway,Sedan,Premium,Routine
83.9,42.2,3.99,16093,72.9,12.64,14.9,City,Sedan,Premium,Routine
95.3,36.5,7.75,25398,128.8,12.16,9.5,Mixed,SUV,VIP,Critical
86.6,36.9,4.66,16717,84.6,12.2,13.0,Highway,SUV,Premium,Routine
95.9,32.2,7.61,26330,130.6,12.11,6.2,Off-road,Truck,Standard,Critical
167.2,39.4,5.69,27075,142.1,11.73,8.2,Mixed,SUV,Standard,Critical
94.9,31.4,2.48,16238,72.8,12.38,15.2,Highway,Sedan,Standard,Routine
86.1,37.6,5.82,19488,103.0,12.29,6.6,Mixed,Truck,Basic,Critical
109.3,38.8,7.01,15450,88.3,12.17,9.7,Mixed,SUV,VIP,Urgent
81.6,35.7,4.94,11445,62.6,12.77,15.2,Highway,Sedan,Premium,Routine
92.0,40.3,3.42,11228,59.4,12.49,12.0,Highway,SUV,Basic,Routine
97.4,30.4,6.1,19536,100.5,12.21,10.6,City,SUV,Standard,Critical
88.9,35.2,5.67,13343,66.5,12.35,10.7,City,SUV,Standard,Monitor
98.6,39.6,5.87,14068,79.5,12.3,14.1,Mixed,Sedan,Standard,Monitor
89.1,41.2,6.12,19363,102.1,12.2,14.2,Mixed,Sedan,Basic,Urgent
86.5,29.8,4.42,19484,96.4,12.24,14.5,Mixed,Sedan,Basic,Urgent
93.0,29.5,5.81,21309,104.8,12.53,14.3,Mixed,Sedan,Premium,Urgent
100.6,22.8,6.6,14352,72.7,12.35,8.2,Off-road,Van,Basic,Critical
105.0,36.3,8.51,18334,100.1,12.02,5.8,Off-road,Truck,Basic,Critical
102.4,35.2,5.91,26175,114.7,12.33,14.3,Mixed,Sedan,Standard,Critical
105.1,42.0,3.82,11872,64.4,12.6,9.2,Highway,Truck,Standard,Routine
97.1,31.5,6.14,16306,88.5,11.99,15.9,City,Sedan,Premium,Urgent
85.3,37.2,4.69,16364,90.5,12.62,13.9,Mixed,Sedan,Basic,Monitor
132.9,32.4,6.3,22954,113.4,12.16,13.3,Off-road,Sedan,Basic,Critical
98.9,43.3,4.36,8968,55.0,12.97,13.0,Highway,SUV,VIP,Routine
99.0,34.2,7.36,23780,127.7,12.18,10.1,Off-road,SUV,Standard,Critical
89.8,34.3,2.91,14652,69.8,11.98,15.5,City,Sedan,Basic,Routine
96.4,38.4,5.02,14989,75.1,12.38,7.4,City,Truck,Premium,Urgent
94.4,42.9,5.52,15992,84.8,12.22,14.0,City,Sedan,Standard,Monitor
91.8,49.9,3.95,50711,77.0,12.64,16.9,Highway,Sedan,VIP,Routine
105.6,25.9,7.52,23785,116.8,12.38,13.9,Off-road,Sedan,Basic,Critical
88.0,12.1,4.53,18291,90.6,12.16,15.6,City,Sedan,Basic,Urgent
100.8,31.7,6.9,23493,128.7,11.99,8.6,Off-road,Van,Premium,Critical
96.7,39.1,3.62,18879,103.0,12.3,14.6,City,Sedan,Basic,Monitor
85.6,42.6,5.41,18336,94.8,12.83,14.7,Mixed,Sedan,Basic,Monitor
101.9,39.7,5.71,18587,92.0,11.87,14.7,City,Sedan,Premium,Urgent
101.5,38.0,4.92,8030,53.3,12.6,11.9,Highway,Van,Premium,Routine
81.8,35.8,3.37,6025,55.7,12.82,14.4,City,Sedan,Premium,Routine
92.4,32.1,7.03,17196,88.7,12.59,9.8,City,SUV,Standard,Urgent
85.8,39.1,5.26,8816,52.9,12.18,7.8,Highway,Truck,VIP,Routine
99.9,33.7,7.27,64021,114.2,12.14,11.4,Off-road,Sedan,Basic,Critical
93.6,33.6,5.75,12156,70.8,12.32,7.6,City,Truck,Basic,Urgent
99.5,34.6,8.37,25752,129.6,11.96,8.5,Off-road,SUV,Basic,Critical
101.5,40.2,5.57,14235,85.5,10.0,7.5,City,Truck,Basic,Critical
100.3,33.3,8.06,21768,103.7,12.56,7.1,Mixed,Truck,Standard,Critical
72.7,45.0,4.65,6480,46.1,12.26,10.7,Highway,SUV,Standard,Routine
99.7,33.1,6.94,15425,84.0,12.6,6.9,City,Truck,Standard,Critical
92.9,39.7,2.6,8278,43.4,12.35,15.8,Highway,Sedan,Basic,Routine
97.4,28.1,7.1,20493,113.2,12.28,6.6,Mixed,Truck,Standard,Critical
91.8,42.7,6.12,17406,82.7,12.03,11.0,Highway,SUV,Basic,Monitor
86.9,35.6,6.23,21092,110.3,11.84,8.6,Off-road,SUV,Standard,Critical
85.7,40.6,3.38,6339,38.2,13.02,16.1,Highway,Sedan,Basic,Routine
82.2,35.3,6.95,15254,83.8,12.05,11.3,City,SUV,Standard,Urgent
93.2,33.3,5.72,18470,87.8,11.83,15.8,City,Sedan,Standard,Urgent
98.8,41.6,5.96,12010,66.9,10.0,9.8,City,Truck,Premium,Critical
87.1,43.1,5.03,16505,87.3,12.41,3.7,City,SUV,Basic,Urgent
91.9,35.3,5.34,10672,63.6,12.21,9.8,Highway,Truck,Premium,Monitor
95.4,39.6,5.03,7949,42.1,12.37,10.6,Highway,Van,VIP,Routine
88.8,35.6,4.99,15526,68.6,12.44,10.5,Highway,Van,VIP,Routine
103.6,37.5,4.14,7590,42.9,12.42,12.6,Highway,SUV,Standard,Routine
98.5,30.5,6.83,19897,93.2,12.4,8.5,City,Truck,Premium,Critical
94.9,35.0,5.78,17915,91.2,12.57,10.7,Mixed,SUV,Premium,Urgent
88.4,30.0,6.53,12895,81.1,12.42,9.9,Mixed,SUV,Standard,Urgent
94.0,30.2,6.09,15787,89.7,12.42,9.0,City,Van,Basic,Critical
90.5,39.0,6.21,9125,49.1,12.58,16.6,Highway,Sedan,Standard,Routine
91.5,43.9,4.95,9533,53.0,12.46,14.9,Highway,Sedan,Basic,Routine
100.8,34.9,7.4,23725,130.5,12.02,9.1,Off-road,SUV,Standard,Critical
91.2,27.9,6.62,24404,123.3,12.59,14.2,Mixed,Sedan,Basic,Critical
158.2,33.7,3.27,14364,69.8,12.34,15.8,Highway,Sedan,Standard,Monitor
83.2,33.1,4.87,7782,41.5,12.81,11.7,Highway,SUV,Standard,Routine
99.5,18.7,8.22,22638,130.6,12.08,9.1,Off-road,Van,Basic,Critical
94.4,43.2,5.95,23244,109.9,12.06,11.0,City,SUV,Basic,Critical
101.6,35.0,5.3,18464,94.9,12.24,15.1,City,Sedan,Basic,Urgent
95.9,36.3,6.32,15042,76.2,12.31,14.7,Mixed,Sedan,Standard,Urgent
98.6,32.5,7.37,20700,103.0,12.41,9.2,Mixed,Van,Standard,Critical
101.1,32.0,4.48,16808,96.8,12.21,8.4,City,Van,Basic,Critical
85.6,31.2,4.34,14191,76.7,11.98,14.8,Mixed,Sedan,Standard,Monitor
102.1,6.5,5.34,18138,96.0,12.51,11.1,Mixed,SUV,VIP,Critical
95.4,28.3,5.95,24174,123.6,12.26,9.5,Mixed,Van,Standard,Critical
95.8,36.9,5.61,14639,91.8,12.08,8.7,Mixed,Van,VIP,Urgent
96.9,33.7,8.56,22462,107.6,12.53,6.8,Off-road,Truck,Premium,Critical
94.3,28.8,3.23,11122,58.5,12.37,16.0,Highway,Sedan,Premium,Routine
82.2,37.9,4.92,17070,81.6,12.38,12.5,Highway,SUV,Basic,Routine
80.4,28.9,7.12,20932,118.9,12.5,10.4,Mixed,SUV,Standard,Critical
84.3,40.2,2.32,10406,39.9,12.76,17.4,Highway,Sedan,Premium,Routine
85.0,36.6,2.84,5591,35.0,12.44,16.9,Highway,Sedan,Basic,Routine
87.5,32.3,4.44,14489,81.2,12.09,6.6,City,Truck,Standard,Urgent
94.5,38.3,4.63,18069,96.6,12.32,13.3,City,Sedan,Basic,Monitor
102.8,33.0,6.08,17835,98.7,12.58,9.3,Mixed,SUV,Basic,Critical
95.2,42.9,6.1,11772,68.3,12.08,9.2,Highway,Truck,Standard,Monitor
102.2,30.4,8.2,20549,122.8,11.96,8.1,Off-road,Van,Premium,Critical
91.2,44.4,5.75,23722,110.1,12.24,10.3,City,SUV,Basic,Critical
96.5,30.5,6.78,22125,125.3,11.81,12.3,Off-road,Sedan,Standard,Critical
99.9,27.1,7.47,24911,131.2,11.95,9.0,Off-road,SUV,Basic,Critical
95.1,38.3,5.69,21886,101.9,12.47,11.6,City,SUV,Basic,Urgent
142.1,42.1,4.3,10139,54.9,12.49,15.8,Highway,Sedan,Standard,Routine
162.3,39.1,3.85,16431,94.1,12.47,11.0,Highway,Van,Premium,Critical
99.2,37.1,5.13,17522,88.0,12.61,10.9,City,SUV,Basic,Urgent
91.7,27.0,7.93,20509,105.8,11.89,13.4,Off-road,Sedan,Standard,Critical
96.5,34.1,6.66,18478,100.5,11.89,14.9,Off-road,Sedan,Standard,Critical
85.6,38.4,7.26,22939,108.6,12.56,10.9,Mixed,SUV,Basic,Critical
83.4,41.1,7.56,18549,94.3,12.47,15.6,City,Sedan,Premium,Monitor
107.5,31.2,7.46,21038,102.0,12.46,8.1,Mixed,Van,Standard,Critical
97.8,26.7,7.47,18742,94.6,12.39,15.4,Off-road,Sedan,VIP,Critical
101.5,40.7,6.74,25308,121.6,12.32,10.3,Mixed,Van,Standard,Critical
99.5,38.7,3.18,18494,85.4,12.33,9.9,City,Van,Standard,Monitor
102.2,34.3,5.62,13578,75.4,12.58,6.7,City,Truck,Premium,Urgent
93.0,32.5,3.67,18646,94.5,12.11,16.4,Highway,Sedan,Basic,Monitor
96.1,40.2,5.75,13940,73.7,12.28,14.1,City,Sedan,Standard,Monitor
88.0,42.9,5.32,16200,78.9,12.23,11.8,Mixed,SUV,Standard,Monitor
99.6,34.7,5.8,12854,75.2,12.25,5.3,City,Truck,Standard,Critical
97.6,43.4,7.03,19763,105.9,12.05,15.0,Mixed,Sedan,Basic,Critical
106.3,30.1,6.82,10088,67.1,12.25,7.8,City,Truck,Premium,Urgent
96.8,31.9,6.6,20435,112.3,12.21,10.0,Mixed,SUV,Standard,Critical
95.4,37.5,5.95,21460,104.9,11.94,8.5,City,Truck,Standard,Critical
99.1,32.3,8.25,23913,126.3,12.47,5.2,Off-road,Truck,Basic,Critical
98.0,32.9,7.89,15079,83.1,12.08,7.4,City,Truck,Standard,Critical
101.6,35.7,6.07,25561,127.3,12.04,7.4,City,Truck,Basic,Critical
92.7,35.2,4.4,14227,81.6,11.99,15.8,Highway,Sedan,Basic,Routine
102.4,30.8,8.12,21097,109.8,11.86,7.1,Mixed,Truck,Basic,Critical
96.1,36.4,7.26,23369,107.5,11.96,8.6,Off-road,Van,Basic,Critical
96.3,35.5,5.11,15904,81.8,12.81,16.0,City,Sedan,Premium,Routine
83.9,46.5,3.14,12056,52.5,12.34,15.2,Highway,Sedan,Premium,Routine
80.3,31.0,2.7,12909,69.3,12.59,10.0,Highway,Truck,Premium,Routine
94.4,33.2,6.34,15259,72.9,12.22,8.6,City,Truck,Standard,Critical
97.9,31.4,6.79,11925,67.3,12.14,15.2,City,Sedan,Premium,Monitor
88.8,48.1,3.45,8567,52.0,12.92,10.3,Highway,Van,Basic,Routine
91.6,35.4,4.72,12750,131.8,12.7,10.0,Highway,Van,Standard,Urgent
93.2,39.3,5.1,15001,83.2,12.45,15.9,City,Sedan,Basic,Monitor
101.1,29.9,7.36,25426,134.1,12.16,12.7,Off-road,Sedan,Standard,Critical
88.0,36.0,5.4,21323,113.1,11.88,15.5,City,Sedan,Basic,Urgent
102.1,33.6,6.63,15838,86.0,11.92,10.4,City,SUV,Standard,Critical
106.0,36.5,4.38,20372,95.3,12.14,14.0,Mixed,Sedan,Standard,Urgent
89.2,12.8,6.68,17882,86.9,12.63,7.1,City,Truck,VIP,Critical
103.1,41.0,8.38,23445,120.6,11.91,9.2,Off-road,SUV,Standard,Critical
93.6,34.0,6.37,16306,84.9,11.9,14.0,Mixed,Sedan,Standard,Urgent
107.5,24.1,8.47,22404,113.9,12.22,8.2,Off-road,Truck,Premium,Critical
81.1,30.7,5.12,15309,88.8,12.19,14.7,City,Sedan,Standard,Monitor
99.0,30.7,7.86,20571,112.2,12.42,10.5,Off-road,SUV,Standard,Critical
87.4,41.3,4.28,13359,75.8,12.29,9.2,Highway,Truck,VIP,Routine
101.0,12.7,6.53,15139,82.3,12.15,6.7,Mixed,Truck,Standard,Critical
97.1,42.1,4.76,13873,77.5,12.71,15.0,City,Sedan,Standard,Routine
84.6,42.8,3.13,7356,43.4,12.25,16.2,Highway,Sedan,Premium,Routine
98.9,28.8,6.11,53419,114.9,12.19,9.2,Mixed,SUV,Basic,Critical
88.5,38.5,3.31,11705,54.6,12.61,15.8,Highway,Sedan,Standard,Routine
82.0,34.7,7.33,19097,115.1,12.37,10.7,Mixed,SUV,Standard,Critical
96.1,24.9,5.57,22878,109.1,12.37,13.2,Off-road,Sedan,Premium,Critical
89.2,46.9,3.72,15206,75.8,12.63,14.0,City,Sedan,Basic,Routine
86.1,34.5,6.61,20895,103.4,12.18,9.7,Mixed,SUV,Basic,Critical
92.0,36.3,5.36,12155,67.1,12.23,6.7,Highway,Truck,VIP,Monitor
84.2,26.2,5.81,15282,88.6,12.38,9.9,City,Van,Basic,Urgent
95.1,40.8,6.1,18306,105.0,12.27,10.7,Mixed,SUV,Premium,Urgent
88.4,43.9,5.34,15298,74.3,12.86,16.0,Highway,Sedan,Premium,Routine
108.0,36.2,7.57,26978,136.5,12.15,7.5,Off-road,Van,Basic,Critical
104.9,43.9,3.46,11055,51.2,12.33,7.4,Highway,Truck,Standard,Routine
101.3,27.3,7.6,22965,109.9,12.23,7.1,Off-road,Truck,Premium,Critical
106.3,32.4,6.84,14182,79.0,12.05,9.6,Mixed,SUV,Basic,Critical
93.1,37.6,5.75,13936,75.8,12.46,15.3,Mixed,Sedan,Basic,Monitor
98.2,24.9,6.73,17968,100.8,12.4,15.6,Off-road,Sedan,Premium,Critical
99.5,34.8,7.75,22522,116.0,12.17,6.7,Mixed,Truck,Basic,Critical
86.8,41.2,5.2,20018,95.7,12.55,13.0,City,Sedan,Basic,Monitor
92.4,6.9,7.38,18906,98.0,12.48,7.0,Mixed,Truck,Basic,Critical
102.5,33.6,21.19,21375,113.3,12.33,9.5,Mixed,Van,VIP,Critical
82.7,45.9,3.25,12514,69.7,12.36,13.0,Highway,SUV,Standard,Routine
90.5,39.9,4.0,11932,63.4,12.31,15.8,Highway,Sedan,Basic,Routine
99.9,32.7,6.63,12627,67.5,12.53,10.3,City,Truck,Premium,Urgent
95.5,32.8,7.24,17604,86.1,12.1,16.0,City,Sedan,Premium,Urgent
92.4,37.1,7.23,18491,88.4,12.46,9.6,City,Van,Standard,Urgent
86.3,33.7,6.18,17940,91.8,12.35,15.5,Mixed,Sedan,Standard,Urgent
103.2,37.3,6.93,22908,120.5,12.2,10.9,Mixed,SUV,Basic,Critical
91.3,40.5,3.34,11281,55.8,12.39,14.8,City,Sedan,Premium,Routine
99.7,37.8,6.31,21846,113.7,12.34,10.3,Mixed,SUV,Standard,Critical
98.4,40.0,6.17,21526,103.5,12.78,6.6,Mixed,Truck,VIP,Critical
96.1,40.5,6.85,25188,123.4,12.53,7.3,Mixed,Truck,VIP,Critical
109.3,32.1,12.07,24604,126.9,12.27,10.2,Off-road,SUV,Premium,Critical
105.8,36.1,5.47,17818,85.0,12.29,11.5,Mixed,SUV,Premium,Urgent
99.5,32.0,2.95,16308,85.5,12.26,8.8,Highway,Truck,Standard,Monitor
96.6,31.0,5.53,19457,101.7,12.49,15.7,Mixed,Sedan,Standard,Urgent
93.8,28.4,5.52,14231,71.7,12.47,7.9,City,Truck,VIP,Urgent
99.7,38.5,6.73,15923,91.6,12.34,15.1,Mixed,Sedan,Premium,Urgent
92.7,41.0,5.31,15272,78.0,12.04,8.8,City,Van,Standard,Urgent
167.0,26.6,6.26,17376,78.7,12.17,7.2,Mixed,Truck,Standard,Critical
96.0,35.6,4.77,20704,100.1,12.49,14.8,City,Sedan,Standard,Monitor
100.3,39.4,20.46,26360,127.9,12.45,10.4,Off-road,SUV,Standard,Critical
99.0,36.9,5.95,17611,94.7,11.9,10.6,City,SUV,Standard,Critical
94.3,32.8,4.89,10454,61.7,12.18,9.9,Highway,Van,Standard,Monitor
99.2,42.3,4.52,20098,108.7,12.37,15.3,City,Sedan,Premium,Monitor
85.7,42.3,5.46,7360,52.8,12.38,16.2,Highway,Sedan,Basic,Routine
96.8,31.7,5.12,11424,68.2,12.72,10.6,City,Van,Standard,Monitor
86.8,39.2,4.65,16207,91.5,12.1,14.4,City,Sedan,Standard,Routine
88.0,39.7,5.86,9773,52.5,12.05,12.1,Highway,SUV,Basic,Routine
96.0,29.4,6.24,16350,85.8,11.76,14.2,Mixed,Sedan,Standard,Critical
97.5,28.8,7.04,21977,117.0,12.02,5.7,Off-road,Truck,Standard,Critical
103.1,27.5,6.41,21923,114.2,12.29,5.9,Mixed,Truck,Standard,Critical
95.9,22.0,7.54,20710,110.7,12.13,8.3,Off-road,SUV,Basic,Critical
87.6,28.9,5.02,23645,109.8,12.29,13.6,City,Sedan,Basic,Urgent
103.0,34.7,6.79,17183,97.5,12.08,14.7,Mixed,Sedan,Basic,Critical
95.7,28.2,7.31,26188,130.5,12.27,6.3,Off-road,Truck,Basic,Critical
92.6,31.7,5.6,15937,82.8,12.37,13.6,Mixed,Sedan,Standard,Monitor
86.0,39.1,4.01,10785,63.7,12.89,9.7,Highway,Van,Premium,Routine
88.7,41.3,6.65,18079,91.6,12.38,6.6,City,Truck,Premium,Urgent
82.8,41.4,7.19,19808,95.4,12.25,9.1,Mixed,SUV,Basic,Critical
89.9,37.4,4.23,11821,65.1,11.97,11.3,Highway,SUV,Premium,Routine
109.7,29.8,6.63,21641,108.6,8.64,13.9,Off-road,Sedan,Premium,Critical
89.2,30.7,3.58,8499,53.3,12.35,11.8,Highway,SUV,Standard,Routine
89.7,38.2,5.52,8624,47.4,12.26,8.6,Highway,Truck,Premium,Routine
93.1,39.4,4.38,13733,74.7,11.91,12.7,Highway,SUV,Standard,Routine
90.0,39.1,4.21,14529,79.0,12.62,9.8,City,SUV,Basic,Monitor
98.7,29.9,4.5,13205,78.6,12.42,13.6,Mixed,Sedan,Standard,Monitor
104.8,34.7,3.93,10934,71.0,12.13,10.9,City,SUV,Standard,Monitor
87.1,32.3,7.0,20226,112.1,12.32,15.3,Off-road,Sedan,Standard,Critical
94.3,43.9,5.86,18502,91.6,12.62,14.7,Mixed,Sedan,Standard,Monitor
103.1,28.0,7.21,21743,122.3,12.06,12.4,Off-road,Sedan,Basic,Critical
101.6,31.2,7.4,20378,114.9,11.86,9.8,Off-road,SUV,Basic,Critical
92.8,35.6,7.58,20276,105.2,12.32,9.5,Mixed,SUV,Standard,Critical
99.1,26.3,5.14,18043,100.3,12.4,15.6,Mixed,Sedan,Premium,Urgent
75.3,36.2,4.85,10909,62.2,12.49,8.8,Highway,Truck,Basic,Routine
95.2,44.9,4.95,10303,58.9,12.15,11.7,Highway,SUV,Basic,Routine
85.4,35.1,6.12,15068,81.2,12.62,10.3,City,Van,VIP,Monitor
96.9,39.0,6.18,18649,86.0,12.55,7.0,City,Truck,Basic,Critical
82.0,40.8,2.0,9514,58.5,12.29,16.8,Highway,Sedan,Standard,Routine
105.4,29.7,6.88,26614,129.8,12.24,13.5,Off-road,Sedan,Basic,Critical
103.3,36.3,7.05,22178,107.1,12.45,14.5,Off-road,Sedan,VIP,Critical
95.5,43.4,3.85,11315,58.1,12.35,15.7,Highway,Sedan,Standard,Routine
99.3,39.7,6.52,18569,93.3,11.99,11.2,Mixed,SUV,VIP,Urgent
104.3,31.1,7.49,21604,122.4,12.12,8.3,City,Truck,Standard,Critical
80.4,42.3,4.85,19123,94.9,12.27,10.1,City,Van,Basic,Monitor
89.2,37.5,4.57,16140,83.7,12.07,16.1,City,Sedan,Premium,Routine
97.5,26.5,5.55,19265,91.7,12.4,14.3,Mixed,Sedan,Basic,Critical
83.9,41.3,7.11,18098,105.1,12.28,13.9,Mixed,Sedan,Standard,Urgent
83.4,31.1,5.08,13756,85.1,12.21,15.6,City,Sedan,Premium,Monitor
109.4,27.1,9.09,27316,137.2,11.57,8.1,Off-road,SUV,Basic,Critical
96.4,38.0,6.8,20712,112.2,12.24,14.7,City,Sedan,Basic,Critical
106.7,37.6,7.44,18321,93.9,12.38,7.0,City,Truck,Standard,Critical
95.6,30.2,6.6,10576,64.8,12.18,7.8,City,Truck,Premium,Urgent
83.4,32.8,3.93,15150,69.6,12.26,12.1,Highway,Van,Standard,Routine
82.5,42.3,5.64,17572,90.7,12.42,10.4,City,SUV,Basic,Monitor
87.8,32.1,6.99,23021,110.0,12.05,11.5,Mixed,SUV,Standard,Critical
93.1,36.4,4.37,18322,94.8,12.15,14.7,City,Sedan,Basic,Monitor
94.3,36.8,7.46,12545,68.7,12.32,7.6,Mixed,Truck,Standard,Urgent
94.2,39.6,6.06,22472,115.9,12.11,15.5,Mixed,Sedan,Basic,Critical
82.7,41.5,4.75,5650,41.3,12.55,15.5,Highway,Sedan,Basic,Routine
